Month,3rd,5th,10th,25th,50th,75th,90th,95th,98th
51.5,94.61266684,95.60127628,97.14071535,99.76009185,102.7406094,105.7965086,108.6126601,110.3283052,111.4547971
52.5,95.13134395,96.12555202,97.67422621,100.3107608,103.3130077,106.3936129,109.2346972,110.9665451,112.1040915
53.5,95.65211042,96.65189097,98.20975881,100.8633813,103.8872839,106.9925336,109.8585126,111.6065515,112.7551501
54.5,96.17495324,97.18028656,98.74731484,101.4179641,104.4634511,107.5932772,110.4840992,112.2483051,113.4079442
55.5,96.69982047,97.7106936,99.28685775,101.9744822,105.0414853,108.1958137,111.1114131,112.8917498,114.0624076
56.5,97.2266254,98.24303219,99.82831652,102.5328747,105.6213287,108.8000793,111.7403765,113.536795,114.7184401
57.5,97.75525036,98.77719141,100.371589,103.0930492,106.2028921,109.405979,112.3708801,114.1833188,115.3759096
58.5,98.28555005,99.31303257,100.9165451,103.6548853,106.7860583,110.0133894,113.0027865,114.8311708,116.0346553
59.5,98.81735475,99.85039229,101.4630296,104.2182371,107.3706841,110.6221611,113.6359317,115.4801741,116.6944901
60.5,99.35047319,100.3890853,102.0108651,104.7829358,107.9566031,111.2321213,114.2701285,116.1301284,117.3552032
