Agemos,P3,P5,P10,P25,P50,P75,P90,P95,P97
189.5,157.9729166,159.9424968,162.9203983,167.7575872,172.9455898,177.9558135,182.3266957,184.8842531,186.5230505
190.5,158.2769793,160.2352102,163.1972811,168.012004,173.180112,178.174973,182.5353493,185.0879485,186.7240141
191.5,158.5675712,160.5143338,163.4604795,168.2528029,173.4013896,178.381543,182.7322187,185.2804307,186.914169
192.5,158.8449655,160.7802183,163.7104424,168.4805469,173.6100518,178.5761676,182.9179257,185.4622948,187.0940877
193.5,159.1094689,161.0332391,163.9476322,168.6957988,173.8067179,178.7594756,183.093075,185.6341183,187.2643258
194.5,159.3614112,161.2737894,164.1725219,168.8991222,173.9919998,178.9320817,183.2582518,185.7964565,187.4254148
195.5,159.6011441,161.5022772,164.3855897,169.0910747,174.1664951,179.0945815,183.4140202,185.949843,187.5778643
196.5,159.8290369,161.7191211,164.5873165,169.2722058,174.3307855,179.2475503,183.5609217,186.0947883,187.7221607
197.5,160.0454725,161.9247473,164.7781818,169.4430536,174.4854344,179.3915415,183.6994748,186.2317794,187.8587671
198.5,160.2508441,162.1195857,164.9586613,169.6041427,174.6309856,179.5270853,183.8301738,186.3612801,187.9881233
199.5,160.4455519,162.3040676,165.1292244,169.7559826,174.7679617,179.6546885,183.9534894,186.4837302,188.1106465
200.5,160.6300005,162.4786229,165.2903324,169.8990665,174.8968634,179.7748338,184.0698683,186.5995468,188.2267311
201.5,160.8045956,162.643678,165.4424364,170.0338694,175.0181691,179.8879797,184.1797333,186.7091242,188.3367503
202.5,160.9697424,162.7996536,165.5859761,170.1608483,175.1323345,179.9945609,184.2834844,186.8128348,188.4410559
203.5,161.1258433,162.9469636,165.7213786,170.280441,175.2397926,180.0949883,184.3814989,186.9110296,188.5399798
204.5,161.2732955,163.0860132,165.8490577,170.3930664,175.340954,180.1896498,184.4741322,187.0040394,188.6338345
205.5,161.4124903,163.2171976,165.9694129,170.4991239,175.4362071,180.278911,184.5617185,187.0921753,188.7229142
206.5,161.5438112,163.3409016,166.0828291,170.5989941,175.5259191,180.3631154,184.644572,187.1757295,188.8074955
207.5,161.6676329,163.4574984,166.1896765,170.6930385,175.6104358,180.4425858,184.7229873,187.2549767,188.8878386
208.5,161.7843202,163.5673489,166.29031,170.7816002,175.690083,180.5176249,184.7972407,187.3301745,188.9641878
209.5,161.8942273,163.6708019,166.3850695,170.8650043,175.7651671,180.5885165,184.867591,187.4015645,189.0367727
210.5,161.9976976,163.7681929,166.4742799,170.9435584,175.8359757,180.6555257,184.9342803,187.4693732,189.1058089
211.5,162.0950624,163.8598446,166.5582511,171.0175531,175.9027788,180.7189006,184.9975349,187.5338128,189.1714988
212.5,162.1866414,163.9460665,166.6372787,171.0872629,175.9658293,180.7788732,185.0575666,187.5950821,189.2340323
213.5,162.272742,164.027155,166.7116437,171.1529465,176.0253641,180.8356596,185.114573,187.6533672,189.2935878
214.5,162.3536592,164.1033935,166.7816133,171.2148477,176.081605,180.8894616,185.1687386,187.7088422,189.3503326
215.5,162.429676,164.1750527,166.8474411,171.2731962,176.1347593,180.9404676,185.2202359,187.7616702,189.4044237
216.5,162.501063,164.2423904,166.9093676,171.3282079,176.1850208,180.9888527,185.2692255,187.8120038,189.4560086
217.5,162.5680787,164.3056523,166.9676208,171.3800858,176.2325707,181.0347806,185.3158575,187.8599859,189.5052256
218.5,162.6309697,164.365072,167.0224162,171.4290208,176.2775781,181.0784033,185.3602719,187.9057499,189.5522044
219.5,162.689971,164.4208714,167.0739579,171.4751921,176.3202008,181.1198626,185.4025992,187.9494211,189.5970671
220.5,162.7453061,164.473261,167.1224387,171.5187679,176.3605864,181.1592906,185.4429613,187.9911165,189.6399279
221.5,162.7971876,164.5224406,167.1680405,171.5599062,176.3988725,181.1968103,185.4814718,188.0309455,189.6808943
222.5,162.8458172,164.5685992,167.2109353,171.598755,176.4351874,181.232536,185.5182368,188.0690108,189.7200672
223.5,162.8913862,164.6119158,167.251285,171.6354533,176.469651,181.2665744,185.5533551,188.1054085,189.7575413
224.5,162.9340759,164.6525596,167.2892424,171.6701314,176.5023751,181.2990249,185.5869193,188.1402284,189.7934056
225.5,162.9740581,164.6906907,167.3249515,171.7029114,176.533464,181.3299799,185.6190155,188.1735549,189.8277438
226.5,163.0114951,164.72646,167.3585477,171.7339076,176.5630153,181.3595256,185.6497244,188.2054669,189.8606344
227.5,163.0465405,164.7600102,167.3901586,171.7632274,176.5911197,181.3877426,185.6791212,188.2360386,189.8921514
228.5,163.0793392,164.7914756,167.4199044,171.7909712,176.6178621,181.4147056,185.7072763,188.2653392,189.9223642
229.5,163.1100283,164.8209832,167.4478978,171.8172333,176.6433219,181.4404846,185.7342556,188.293434,189.9513383
230.5,163.1387368,164.8486523,167.4742452,171.8421019,176.6675729,181.4651449,185.7601205,188.3203841,189.9791351
231.5,163.1655866,164.8745955,167.4990462,171.8656596,176.6906844,181.4887473,185.7849287,188.3462469,190.0058126
232.5,163.1906925,164.8989187,167.5223947,171.8879838,176.712721,181.5113488,185.8087343,188.3710763,190.0314253
233.5,163.2141625,164.9217215,167.5443789,171.9091473,176.733743,181.5330026,185.8315877,188.394923,190.0560245
234.5,163.2360985,164.9430978,167.5650814,171.9292179,176.753807,181.5537583,185.8535364,188.4178347,190.0796588
235.5,163.2565964,164.9631357,167.5845802,171.9482593,176.7729657,181.5736625,185.874625,188.4398562,190.1023738
236.5,163.2757461,164.9819181,167.602948,171.9663314,176.7912687,181.5927588,185.8948951,188.4610297,190.1242124
237.5,163.2936325,164.9995229,167.6202536,171.9834901,176.8087622,181.6110879,185.914386,188.481395,190.1452154
238.5,163.3103353,165.0160233,167.6365611,171.9997878,176.8254895,181.6286882,185.9331347,188.5009894,190.1654212
239.5,163.3259293,165.031488,167.6519311,172.0152737,176.8414914,181.6455954,185.9511757,188.5198484,190.1848658
240,163.3333326,165.0388523,167.6592824,172.0227268,176.8492322,181.6537998,185.9599411,188.5290125,190.1943135
